"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 10 12:45:06 GMT 2022","Fri Jun 10 12:45:22 GMT 2022","16157","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Fri Jun 10 12:44:11 GMT 2022","Fri Jun 10 12:44:13 GMT 2022","2100","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Fri Jun 10 12:43:42 GMT 2022","Fri Jun 10 12:43:46 GMT 2022","4198","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Fri Jun 10 12:41:28 GMT 2022","Fri Jun 10 12:41:33 GMT 2022","5286","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Fri Jun 10 12:46:23 GMT 2022","Fri Jun 10 12:46:39 GMT 2022","15209","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Fri Jun 10 12:47:02 GMT 2022","Fri Jun 10 12:47:15 GMT 2022","12816","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Fri Jun 10 12:48:39 GMT 2022","Fri Jun 10 12:49:02 GMT 2022","22961","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Fri Jun 10 12:44:05 GMT 2022","Fri Jun 10 12:44:08 GMT 2022","2591","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Fri Jun 10 12:43:53 GMT 2022","Fri Jun 10 12:43:56 GMT 2022","3688","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Fri Jun 10 12:43:49 GMT 2022","Fri Jun 10 12:43:53 GMT 2022","3570","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Fri Jun 10 12:43:38 GMT 2022","Fri Jun 10 12:43:42 GMT 2022","3907","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Fri Jun 10 12:49:02 GMT 2022","Fri Jun 10 12:49:06 GMT 2022","3918","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"passed","Fri Jun 10 12:43:46 GMT 2022","Fri Jun 10 12:43:49 GMT 2022","3138","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Fri Jun 10 12:41:33 GMT 2022","Fri Jun 10 12:41:47 GMT 2022","14218","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Fri Jun 10 12:46:39 GMT 2022","Fri Jun 10 12:46:53 GMT 2022","14129","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Fri Jun 10 12:47:19 GMT 2022","Fri Jun 10 12:47:24 GMT 2022","4732","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"failed","Fri Jun 10 12:42:59 GMT 2022","Fri Jun 10 12:43:32 GMT 2022","32433","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Fri Jun 10 12:44:02 GMT 2022","Fri Jun 10 12:44:05 GMT 2022","3109","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Fri Jun 10 12:47:15 GMT 2022","Fri Jun 10 12:47:19 GMT 2022","4149","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Fri Jun 10 12:47:33 GMT 2022","Fri Jun 10 12:47:40 GMT 2022","6607","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Fri Jun 10 12:43:59 GMT 2022","Fri Jun 10 12:44:02 GMT 2022","3020","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Fri Jun 10 12:43:35 GMT 2022","Fri Jun 10 12:43:38 GMT 2022","2656","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Fri Jun 10 12:46:53 GMT 2022","Fri Jun 10 12:47:02 GMT 2022","9374","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"passed","Fri Jun 10 12:43:56 GMT 2022","Fri Jun 10 12:43:59 GMT 2022","3114","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Fri Jun 10 12:43:32 GMT 2022","Fri Jun 10 12:43:35 GMT 2022","3287","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Fri Jun 10 12:47:40 GMT 2022","Fri Jun 10 12:47:45 GMT 2022","5171","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Fri Jun 10 12:47:24 GMT 2022","Fri Jun 10 12:47:33 GMT 2022","9607","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Fri Jun 10 12:44:08 GMT 2022","Fri Jun 10 12:44:11 GMT 2022","2658","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Fri Jun 10 12:42:41 GMT 2022","Fri Jun 10 12:42:59 GMT 2022","18480","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
