"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Apr 14 17:03:19 GMT 2022","Thu Apr 14 17:03:28 GMT 2022","9022","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Thu Apr 14 17:03:34 GMT 2022","Thu Apr 14 17:03:37 GMT 2022","2372","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"broken","Thu Apr 14 17:04:47 GMT 2022","Thu Apr 14 17:04:47 GMT 2022","12","","Staking page","","Staking page","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Thu Apr 14 17:03:37 GMT 2022","Thu Apr 14 17:03:38 GMT 2022","1683","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"failed","Thu Apr 14 17:03:44 GMT 2022","Thu Apr 14 17:03:44 GMT 2022","13","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"broken","Thu Apr 14 17:03:44 GMT 2022","Thu Apr 14 17:03:44 GMT 2022","14","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"failed","Thu Apr 14 17:03:42 GMT 2022","Thu Apr 14 17:03:42 GMT 2022","8","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"broken","Thu Apr 14 17:02:19 GMT 2022","Thu Apr 14 17:02:28 GMT 2022","9337","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"broken","Thu Apr 14 17:03:42 GMT 2022","Thu Apr 14 17:03:44 GMT 2022","2866","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"failed","Thu Apr 14 17:03:41 GMT 2022","Thu Apr 14 17:03:41 GMT 2022","6","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"broken","Thu Apr 14 17:02:28 GMT 2022","Thu Apr 14 17:02:33 GMT 2022","5288","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"failed","Thu Apr 14 17:03:41 GMT 2022","Thu Apr 14 17:03:42 GMT 2022","9","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"failed","Thu Apr 14 17:03:41 GMT 2022","Thu Apr 14 17:03:41 GMT 2022","9","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"broken","Thu Apr 14 17:04:47 GMT 2022","Thu Apr 14 17:04:47 GMT 2022","8","","Staking page","","Staking page","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"failed","Thu Apr 14 17:03:41 GMT 2022","Thu Apr 14 17:03:41 GMT 2022","7","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"failed","Thu Apr 14 17:04:47 GMT 2022","Thu Apr 14 17:04:47 GMT 2022","55","","Staking page","","Staking page","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Thu Apr 14 17:03:38 GMT 2022","Thu Apr 14 17:03:41 GMT 2022","3144","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"broken","Thu Apr 14 17:03:28 GMT 2022","Thu Apr 14 17:03:34 GMT 2022","6353","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"broken","Thu Apr 14 17:03:19 GMT 2022","Thu Apr 14 17:03:19 GMT 2022","48","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"failed","Thu Apr 14 17:03:42 GMT 2022","Thu Apr 14 17:03:42 GMT 2022","9","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
