"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 15 14:55:28 GMT 2022","Tue Mar 15 14:55:43 GMT 2022","14987","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Tue Mar 15 14:56:04 GMT 2022","Tue Mar 15 14:56:06 GMT 2022","2181","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Tue Mar 15 14:54:20 GMT 2022","Tue Mar 15 14:54:23 GMT 2022","3436","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Tue Mar 15 14:57:20 GMT 2022","Tue Mar 15 14:57:58 GMT 2022","38277","","Staking page","","Staking page","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Tue Mar 15 14:56:12 GMT 2022","Tue Mar 15 14:56:14 GMT 2022","1539","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Tue Mar 15 14:56:02 GMT 2022","Tue Mar 15 14:56:04 GMT 2022","2078","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Tue Mar 15 14:56:06 GMT 2022","Tue Mar 15 14:56:08 GMT 2022","2417","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Tue Mar 15 14:55:49 GMT 2022","Tue Mar 15 14:55:51 GMT 2022","1639","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"broken","Tue Mar 15 14:57:58 GMT 2022","Tue Mar 15 14:58:01 GMT 2022","3531","","Staking page","","Staking page","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Tue Mar 15 14:55:48 GMT 2022","Tue Mar 15 14:55:49 GMT 2022","1594","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Tue Mar 15 14:54:23 GMT 2022","Tue Mar 15 14:54:40 GMT 2022","16570","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Tue Mar 15 14:56:10 GMT 2022","Tue Mar 15 14:56:12 GMT 2022","2049","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"broken","Tue Mar 15 14:58:01 GMT 2022","Tue Mar 15 14:58:36 GMT 2022","34310","","Staking page","","Staking page","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Tue Mar 15 14:55:57 GMT 2022","Tue Mar 15 14:55:59 GMT 2022","2474","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Tue Mar 15 14:55:59 GMT 2022","Tue Mar 15 14:56:02 GMT 2022","2494","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Tue Mar 15 14:55:43 GMT 2022","Tue Mar 15 14:55:46 GMT 2022","2743","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Tue Mar 15 14:55:53 GMT 2022","Tue Mar 15 14:55:57 GMT 2022","3433","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Tue Mar 15 14:55:51 GMT 2022","Tue Mar 15 14:55:53 GMT 2022","2323","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Tue Mar 15 14:55:46 GMT 2022","Tue Mar 15 14:55:48 GMT 2022","1917","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Tue Mar 15 14:56:08 GMT 2022","Tue Mar 15 14:56:10 GMT 2022","1894","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
