"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Apr 12 10:44:41 GMT 2022","Tue Apr 12 10:45:13 GMT 2022","32121","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Tue Apr 12 10:51:56 GMT 2022","Tue Apr 12 10:52:00 GMT 2022","3962","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"broken","Tue Apr 12 10:53:16 GMT 2022","Tue Apr 12 10:53:18 GMT 2022","2138","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Tue Apr 12 10:45:39 GMT 2022","Tue Apr 12 10:45:42 GMT 2022","2467","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Tue Apr 12 10:51:26 GMT 2022","Tue Apr 12 10:51:54 GMT 2022","27993","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Tue Apr 12 10:45:25 GMT 2022","Tue Apr 12 10:45:28 GMT 2022","2303","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"broken","Tue Apr 12 10:51:54 GMT 2022","Tue Apr 12 10:51:56 GMT 2022","2076","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Tue Apr 12 10:44:16 GMT 2022","Tue Apr 12 10:44:41 GMT 2022","24855","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Tue Apr 12 10:54:10 GMT 2022","Tue Apr 12 10:54:32 GMT 2022","21241","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"broken","Tue Apr 12 10:51:20 GMT 2022","Tue Apr 12 10:51:22 GMT 2022","2013","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"broken","Tue Apr 12 10:53:18 GMT 2022","Tue Apr 12 10:53:20 GMT 2022","2241","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Tue Apr 12 10:37:30 GMT 2022","Tue Apr 12 10:38:02 GMT 2022","31180","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"broken","Tue Apr 12 10:53:22 GMT 2022","Tue Apr 12 10:53:24 GMT 2022","2193","","Staking and Association tests","","Staking and Association tests","Remove stake at next epoch","Remove stake at next epoch",""
"passed","Tue Apr 12 10:45:37 GMT 2022","Tue Apr 12 10:45:39 GMT 2022","2157","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Tue Apr 12 10:49:49 GMT 2022","Tue Apr 12 10:50:05 GMT 2022","16288","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Tue Apr 12 10:47:00 GMT 2022","Tue Apr 12 10:47:29 GMT 2022","28999","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Tue Apr 12 10:51:22 GMT 2022","Tue Apr 12 10:51:26 GMT 2022","3827","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Tue Apr 12 10:50:05 GMT 2022","Tue Apr 12 10:51:20 GMT 2022","74966","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
