"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 25 11:29:58 GMT 2022","Fri Mar 25 11:30:24 GMT 2022","26180","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Fri Mar 25 11:34:26 GMT 2022","Fri Mar 25 11:34:30 GMT 2022","3461","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Fri Mar 25 11:34:39 GMT 2022","Fri Mar 25 11:34:42 GMT 2022","3312","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Fri Mar 25 11:30:31 GMT 2022","Fri Mar 25 11:30:33 GMT 2022","1866","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Fri Mar 25 11:33:51 GMT 2022","Fri Mar 25 11:34:06 GMT 2022","15337","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Fri Mar 25 11:30:44 GMT 2022","Fri Mar 25 11:30:47 GMT 2022","2450","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Fri Mar 25 11:28:34 GMT 2022","Fri Mar 25 11:29:01 GMT 2022","27481","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Fri Mar 25 11:30:28 GMT 2022","Fri Mar 25 11:30:31 GMT 2022","2482","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Fri Mar 25 11:30:42 GMT 2022","Fri Mar 25 11:30:44 GMT 2022","2516","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Fri Mar 25 11:34:42 GMT 2022","Fri Mar 25 11:34:46 GMT 2022","3302","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Fri Mar 25 11:30:49 GMT 2022","Fri Mar 25 11:30:51 GMT 2022","2439","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
