"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Apr 26 12:55:21 GMT 2022","Tue Apr 26 12:55:21 GMT 2022","20","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"failed","Tue Apr 26 12:53:13 GMT 2022","Tue Apr 26 12:53:13 GMT 2022","11","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"broken","Tue Apr 26 12:53:13 GMT 2022","Tue Apr 26 12:53:23 GMT 2022","9913","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"failed","Tue Apr 26 12:53:13 GMT 2022","Tue Apr 26 12:53:13 GMT 2022","10","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"broken","Tue Apr 26 12:53:07 GMT 2022","Tue Apr 26 12:53:12 GMT 2022","4903","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"broken","Tue Apr 26 12:55:21 GMT 2022","Tue Apr 26 12:55:21 GMT 2022","11","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"broken","Tue Apr 26 12:54:17 GMT 2022","Tue Apr 26 12:54:17 GMT 2022","13","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
"failed","Tue Apr 26 12:53:13 GMT 2022","Tue Apr 26 12:53:13 GMT 2022","11","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Tue Apr 26 12:53:12 GMT 2022","Tue Apr 26 12:53:12 GMT 2022","11","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"broken","Tue Apr 26 12:54:17 GMT 2022","Tue Apr 26 12:54:17 GMT 2022","46","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"broken","Tue Apr 26 12:55:21 GMT 2022","Tue Apr 26 12:55:21 GMT 2022","12","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"broken","Tue Apr 26 12:52:57 GMT 2022","Tue Apr 26 12:52:57 GMT 2022","59","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"failed","Tue Apr 26 12:55:21 GMT 2022","Tue Apr 26 12:55:21 GMT 2022","57","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"broken","Tue Apr 26 12:55:21 GMT 2022","Tue Apr 26 12:55:21 GMT 2022","8","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"failed","Tue Apr 26 12:53:23 GMT 2022","Tue Apr 26 12:53:23 GMT 2022","10","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Tue Apr 26 12:53:12 GMT 2022","Tue Apr 26 12:53:12 GMT 2022","8","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"broken","Tue Apr 26 12:52:57 GMT 2022","Tue Apr 26 12:53:07 GMT 2022","10141","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"broken","Tue Apr 26 12:55:21 GMT 2022","Tue Apr 26 12:55:21 GMT 2022","22","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"failed","Tue Apr 26 12:53:13 GMT 2022","Tue Apr 26 12:53:13 GMT 2022","11","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"broken","Tue Apr 26 12:57:27 GMT 2022","Tue Apr 26 12:57:27 GMT 2022","42","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"broken","Tue Apr 26 12:55:21 GMT 2022","Tue Apr 26 12:55:21 GMT 2022","10","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"broken","Tue Apr 26 12:53:12 GMT 2022","Tue Apr 26 12:53:13 GMT 2022","836","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"broken","Tue Apr 26 12:55:21 GMT 2022","Tue Apr 26 12:55:21 GMT 2022","8","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"failed","Tue Apr 26 12:53:13 GMT 2022","Tue Apr 26 12:53:13 GMT 2022","13","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"broken","Tue Apr 26 12:53:23 GMT 2022","Tue Apr 26 12:53:23 GMT 2022","9","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"broken","Tue Apr 26 12:55:21 GMT 2022","Tue Apr 26 12:55:21 GMT 2022","12","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"broken","Tue Apr 26 12:55:21 GMT 2022","Tue Apr 26 12:55:21 GMT 2022","10","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"broken","Tue Apr 26 12:57:27 GMT 2022","Tue Apr 26 12:57:27 GMT 2022","9","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"failed","Tue Apr 26 12:53:13 GMT 2022","Tue Apr 26 12:53:13 GMT 2022","11","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
