"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Apr 08 11:27:13 GMT 2022","Fri Apr 08 11:27:15 GMT 2022","2141","","Staking and Association tests","","Staking and Association tests","Remove stake at next epoch","Remove stake at next epoch",""
"unknown","Fri Apr 08 11:24:49 GMT 2022","Thu Jan 01 00:00:00 GMT 1970","-1649417089926","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Fri Apr 08 11:21:01 GMT 2022","Fri Apr 08 11:21:03 GMT 2022","2693","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Fri Apr 08 11:21:03 GMT 2022","Fri Apr 08 11:21:07 GMT 2022","3466","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"broken","Fri Apr 08 11:25:59 GMT 2022","Fri Apr 08 11:26:31 GMT 2022","31926","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Fri Apr 08 11:20:56 GMT 2022","Fri Apr 08 11:20:59 GMT 2022","3056","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Fri Apr 08 11:22:57 GMT 2022","Fri Apr 08 11:23:22 GMT 2022","25360","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"broken","Fri Apr 08 11:25:27 GMT 2022","Fri Apr 08 11:25:59 GMT 2022","32377","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Fri Apr 08 11:18:44 GMT 2022","Fri Apr 08 11:18:59 GMT 2022","15851","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Fri Apr 08 11:24:32 GMT 2022","Fri Apr 08 11:24:49 GMT 2022","17214","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"broken","Fri Apr 08 11:24:51 GMT 2022","Fri Apr 08 11:24:53 GMT 2022","1585","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"unknown","Fri Apr 08 11:23:22 GMT 2022","Thu Jan 01 00:00:00 GMT 1970","-1649417002374","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
"passed","Fri Apr 08 11:21:29 GMT 2022","Fri Apr 08 11:21:32 GMT 2022","3082","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"broken","Fri Apr 08 11:27:09 GMT 2022","Fri Apr 08 11:27:11 GMT 2022","1926","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"failed","Fri Apr 08 11:20:24 GMT 2022","Fri Apr 08 11:20:56 GMT 2022","32065","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"broken","Fri Apr 08 11:27:06 GMT 2022","Fri Apr 08 11:27:09 GMT 2022","2265","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"broken","Fri Apr 08 11:28:52 GMT 2022","Fri Apr 08 11:29:05 GMT 2022","12623","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"broken","Fri Apr 08 11:26:34 GMT 2022","Fri Apr 08 11:27:06 GMT 2022","32573","","Staking and Association tests","","Staking and Association tests","Staking validator list and epoch timer countdown","Staking validator list and epoch timer countdown",""
"broken","Fri Apr 08 11:21:32 GMT 2022","Fri Apr 08 11:22:04 GMT 2022","32116","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"broken","Fri Apr 08 11:25:25 GMT 2022","Fri Apr 08 11:25:27 GMT 2022","1948","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Fri Apr 08 11:21:23 GMT 2022","Fri Apr 08 11:21:26 GMT 2022","2926","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"broken","Fri Apr 08 11:27:11 GMT 2022","Fri Apr 08 11:27:13 GMT 2022","2053","","Staking and Association tests","","Staking and Association tests","Remove stake now","Remove stake now",""
"passed","Fri Apr 08 11:20:04 GMT 2022","Fri Apr 08 11:20:24 GMT 2022","19128","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Fri Apr 08 11:21:07 GMT 2022","Fri Apr 08 11:21:10 GMT 2022","3395","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"broken","Fri Apr 08 11:26:31 GMT 2022","Fri Apr 08 11:26:34 GMT 2022","2490","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"broken","Fri Apr 08 11:24:53 GMT 2022","Fri Apr 08 11:25:25 GMT 2022","32170","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Fri Apr 08 11:21:26 GMT 2022","Fri Apr 08 11:21:29 GMT 2022","3177","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Fri Apr 08 11:21:10 GMT 2022","Fri Apr 08 11:21:13 GMT 2022","3050","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Fri Apr 08 11:18:30 GMT 2022","Fri Apr 08 11:18:44 GMT 2022","14012","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Fri Apr 08 11:21:20 GMT 2022","Fri Apr 08 11:21:23 GMT 2022","2856","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Fri Apr 08 11:21:13 GMT 2022","Fri Apr 08 11:21:17 GMT 2022","3312","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"unknown","Fri Apr 08 11:28:28 GMT 2022","Thu Jan 01 00:00:00 GMT 1970","-1649417308594","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Fri Apr 08 11:21:17 GMT 2022","Fri Apr 08 11:21:20 GMT 2022","3028","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Fri Apr 08 11:20:59 GMT 2022","Fri Apr 08 11:21:01 GMT 2022","2130","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
