"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 02 12:28:58 GMT 2022","Wed Mar 02 12:28:59 GMT 2022","1271","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Wed Mar 02 12:28:57 GMT 2022","Wed Mar 02 12:28:58 GMT 2022","793","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Wed Mar 02 12:28:56 GMT 2022","Wed Mar 02 12:28:57 GMT 2022","1425","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Wed Mar 02 12:28:55 GMT 2022","Wed Mar 02 12:28:56 GMT 2022","1001","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"broken","Wed Mar 02 12:28:22 GMT 2022","Wed Mar 02 12:28:55 GMT 2022","33161","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Wed Mar 02 12:29:03 GMT 2022","Wed Mar 02 12:29:05 GMT 2022","1413","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Wed Mar 02 12:29:19 GMT 2022","Wed Mar 02 12:29:20 GMT 2022","800","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Wed Mar 02 12:29:02 GMT 2022","Wed Mar 02 12:29:03 GMT 2022","1019","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"broken","Wed Mar 02 12:29:09 GMT 2022","Wed Mar 02 12:29:19 GMT 2022","10741","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"broken","Wed Mar 02 12:29:31 GMT 2022","Wed Mar 02 12:29:33 GMT 2022","2587","","Staking page","","Staking page","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Wed Mar 02 12:29:33 GMT 2022","Wed Mar 02 12:29:39 GMT 2022","5501","","Staking page","","Staking page","Go to staking page and connect hosted wallet","Go to staking page and connect hosted wallet",""
"passed","Wed Mar 02 12:29:05 GMT 2022","Wed Mar 02 12:29:06 GMT 2022","1332","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Wed Mar 02 12:29:07 GMT 2022","Wed Mar 02 12:29:09 GMT 2022","1409","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Wed Mar 02 12:29:01 GMT 2022","Wed Mar 02 12:29:02 GMT 2022","1280","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Wed Mar 02 12:29:06 GMT 2022","Wed Mar 02 12:29:07 GMT 2022","1350","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Wed Mar 02 12:28:59 GMT 2022","Wed Mar 02 12:29:01 GMT 2022","1327","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
