"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 08 08:43:04 GMT 2022","Tue Mar 08 08:43:06 GMT 2022","1881","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Tue Mar 08 08:42:58 GMT 2022","Tue Mar 08 08:43:00 GMT 2022","2384","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Tue Mar 08 08:44:09 GMT 2022","Tue Mar 08 08:44:16 GMT 2022","6881","","Staking page","","Staking page","Go to staking page and connect hosted wallet","Go to staking page and connect hosted wallet",""
"passed","Tue Mar 08 08:43:11 GMT 2022","Tue Mar 08 08:43:12 GMT 2022","1017","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Tue Mar 08 08:43:13 GMT 2022","Tue Mar 08 08:43:14 GMT 2022","1327","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Tue Mar 08 08:43:00 GMT 2022","Tue Mar 08 08:43:02 GMT 2022","1663","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Tue Mar 08 08:43:06 GMT 2022","Tue Mar 08 08:43:08 GMT 2022","1532","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"failed","Tue Mar 08 08:42:22 GMT 2022","Tue Mar 08 08:42:58 GMT 2022","35697","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Tue Mar 08 08:43:08 GMT 2022","Tue Mar 08 08:43:10 GMT 2022","2104","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Tue Mar 08 08:43:03 GMT 2022","Tue Mar 08 08:43:04 GMT 2022","1350","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Tue Mar 08 08:43:02 GMT 2022","Tue Mar 08 08:43:03 GMT 2022","1344","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Tue Mar 08 08:43:12 GMT 2022","Tue Mar 08 08:43:13 GMT 2022","1056","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Tue Mar 08 08:43:10 GMT 2022","Tue Mar 08 08:43:11 GMT 2022","1154","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
