"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Feb 18 11:11:38 GMT 2022","Fri Feb 18 11:12:09 GMT 2022","31528","","Connect a vega wallet","","Connect a vega wallet","Do a staking thing","Do a staking thing",""
"passed","Fri Feb 18 11:09:58 GMT 2022","Fri Feb 18 11:10:00 GMT 2022","1883","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"broken","Fri Feb 18 11:11:24 GMT 2022","Fri Feb 18 11:11:38 GMT 2022","13585","","Connect a vega wallet","","Connect a vega wallet","Go to Vega","Go to Vega",""
"broken","Fri Feb 18 11:09:08 GMT 2022","Fri Feb 18 11:09:21 GMT 2022","13161","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"broken","Fri Feb 18 11:09:21 GMT 2022","Fri Feb 18 11:09:52 GMT 2022","31478","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Fri Feb 18 11:10:03 GMT 2022","Fri Feb 18 11:10:05 GMT 2022","1486","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Fri Feb 18 11:10:05 GMT 2022","Fri Feb 18 11:10:06 GMT 2022","1444","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Fri Feb 18 11:09:54 GMT 2022","Fri Feb 18 11:09:55 GMT 2022","928","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Fri Feb 18 11:09:56 GMT 2022","Fri Feb 18 11:09:58 GMT 2022","1777","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Fri Feb 18 11:10:02 GMT 2022","Fri Feb 18 11:10:03 GMT 2022","1547","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Fri Feb 18 11:10:06 GMT 2022","Fri Feb 18 11:10:08 GMT 2022","1691","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Fri Feb 18 11:10:10 GMT 2022","Fri Feb 18 11:10:11 GMT 2022","928","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"broken","Fri Feb 18 11:10:08 GMT 2022","Fri Feb 18 11:10:10 GMT 2022","1611","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Fri Feb 18 11:09:52 GMT 2022","Fri Feb 18 11:09:54 GMT 2022","1519","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Fri Feb 18 11:10:00 GMT 2022","Fri Feb 18 11:10:02 GMT 2022","1774","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Fri Feb 18 11:09:55 GMT 2022","Fri Feb 18 11:09:56 GMT 2022","1469","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
