"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 08 13:04:11 GMT 2022","Tue Mar 08 13:04:20 GMT 2022","8757","","Staking page","","Staking page","Go to staking page and connect hosted wallet","Go to staking page and connect hosted wallet",""
"passed","Tue Mar 08 13:03:43 GMT 2022","Tue Mar 08 13:03:46 GMT 2022","2576","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Tue Mar 08 13:03:46 GMT 2022","Tue Mar 08 13:03:47 GMT 2022","1417","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Tue Mar 08 13:03:47 GMT 2022","Tue Mar 08 13:03:49 GMT 2022","1130","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Tue Mar 08 13:03:50 GMT 2022","Tue Mar 08 13:03:51 GMT 2022","1269","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Tue Mar 08 13:03:49 GMT 2022","Tue Mar 08 13:03:50 GMT 2022","1077","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Tue Mar 08 13:04:00 GMT 2022","Tue Mar 08 13:04:01 GMT 2022","1188","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Tue Mar 08 13:03:58 GMT 2022","Tue Mar 08 13:04:00 GMT 2022","1214","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Tue Mar 08 13:03:51 GMT 2022","Tue Mar 08 13:03:52 GMT 2022","1321","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Tue Mar 08 13:03:52 GMT 2022","Tue Mar 08 13:03:54 GMT 2022","1442","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Tue Mar 08 13:03:54 GMT 2022","Tue Mar 08 13:03:55 GMT 2022","1463","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Tue Mar 08 13:03:57 GMT 2022","Tue Mar 08 13:03:58 GMT 2022","1614","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Tue Mar 08 13:03:55 GMT 2022","Tue Mar 08 13:03:57 GMT 2022","1582","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
