"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 04 12:45:52 GMT 2022","Mon Apr 04 12:45:55 GMT 2022","2468","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"broken","Mon Apr 04 12:50:19 GMT 2022","Mon Apr 04 12:51:28 GMT 2022","69064","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"failed","Mon Apr 04 12:44:51 GMT 2022","Mon Apr 04 12:45:23 GMT 2022","32076","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Mon Apr 04 12:45:47 GMT 2022","Mon Apr 04 12:45:49 GMT 2022","2810","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Mon Apr 04 12:48:42 GMT 2022","Mon Apr 04 12:49:00 GMT 2022","18747","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Mon Apr 04 12:51:28 GMT 2022","Mon Apr 04 12:51:34 GMT 2022","6527","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Mon Apr 04 12:45:35 GMT 2022","Mon Apr 04 12:45:38 GMT 2022","2839","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Mon Apr 04 12:53:27 GMT 2022","Mon Apr 04 12:54:04 GMT 2022","37565","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Mon Apr 04 12:49:19 GMT 2022","Mon Apr 04 12:49:31 GMT 2022","12630","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"passed","Mon Apr 04 12:49:37 GMT 2022","Mon Apr 04 12:49:51 GMT 2022","13590","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Mon Apr 04 12:47:32 GMT 2022","Mon Apr 04 12:47:39 GMT 2022","6891","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
"broken","Mon Apr 04 12:52:01 GMT 2022","Mon Apr 04 12:52:37 GMT 2022","35782","","Staking and Association tests","","Staking and Association tests","Remove stake at next epoch","Remove stake at next epoch",""
"passed","Mon Apr 04 12:45:25 GMT 2022","Mon Apr 04 12:45:27 GMT 2022","2009","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Mon Apr 04 12:40:34 GMT 2022","Mon Apr 04 12:40:51 GMT 2022","16713","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Mon Apr 04 12:50:01 GMT 2022","Mon Apr 04 12:50:13 GMT 2022","12223","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Mon Apr 04 12:54:04 GMT 2022","Mon Apr 04 12:54:09 GMT 2022","4634","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"passed","Mon Apr 04 12:45:30 GMT 2022","Mon Apr 04 12:45:32 GMT 2022","2966","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"broken","Mon Apr 04 12:51:34 GMT 2022","Mon Apr 04 12:52:01 GMT 2022","26570","","Staking and Association tests","","Staking and Association tests","Remove stake now","Remove stake now",""
"passed","Mon Apr 04 12:50:13 GMT 2022","Mon Apr 04 12:50:19 GMT 2022","5441","","Staking and Association tests","","Staking and Association tests","Staking validator list and epoch timer countdown","Staking validator list and epoch timer countdown",""
"passed","Mon Apr 04 12:45:27 GMT 2022","Mon Apr 04 12:45:30 GMT 2022","2726","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Mon Apr 04 12:49:31 GMT 2022","Mon Apr 04 12:49:37 GMT 2022","5571","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Mon Apr 04 12:49:56 GMT 2022","Mon Apr 04 12:50:01 GMT 2022","4851","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Mon Apr 04 12:49:00 GMT 2022","Mon Apr 04 12:49:19 GMT 2022","18355","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Mon Apr 04 12:45:32 GMT 2022","Mon Apr 04 12:45:35 GMT 2022","2721","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Mon Apr 04 12:40:29 GMT 2022","Mon Apr 04 12:40:34 GMT 2022","5454","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Mon Apr 04 12:45:23 GMT 2022","Mon Apr 04 12:45:25 GMT 2022","2171","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"broken","Mon Apr 04 12:45:55 GMT 2022","Mon Apr 04 12:46:27 GMT 2022","31883","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Mon Apr 04 12:45:38 GMT 2022","Mon Apr 04 12:45:41 GMT 2022","3298","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Mon Apr 04 12:44:32 GMT 2022","Mon Apr 04 12:44:51 GMT 2022","18030","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Mon Apr 04 12:49:51 GMT 2022","Mon Apr 04 12:49:56 GMT 2022","5612","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Mon Apr 04 12:45:41 GMT 2022","Mon Apr 04 12:45:44 GMT 2022","2945","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Mon Apr 04 12:45:44 GMT 2022","Mon Apr 04 12:45:47 GMT 2022","2353","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Mon Apr 04 12:47:14 GMT 2022","Mon Apr 04 12:47:32 GMT 2022","18038","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Mon Apr 04 12:45:49 GMT 2022","Mon Apr 04 12:45:52 GMT 2022","3044","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
