"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 15 16:45:50 GMT 2022","Tue Feb 15 16:45:52 GMT 2022","1297","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Tue Feb 15 16:46:07 GMT 2022","Tue Feb 15 16:46:09 GMT 2022","1592","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Tue Feb 15 16:46:02 GMT 2022","Tue Feb 15 16:46:04 GMT 2022","2009","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Tue Feb 15 16:45:19 GMT 2022","Tue Feb 15 16:45:45 GMT 2022","25831","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Tue Feb 15 16:45:47 GMT 2022","Tue Feb 15 16:45:49 GMT 2022","1654","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Tue Feb 15 16:46:04 GMT 2022","Tue Feb 15 16:46:07 GMT 2022","2746","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Tue Feb 15 16:45:54 GMT 2022","Tue Feb 15 16:45:56 GMT 2022","1573","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Tue Feb 15 16:47:09 GMT 2022","Tue Feb 15 16:47:29 GMT 2022","19659","","Connect a vega wallet","","Connect a vega wallet","Go to Vega","Go to Vega",""
"passed","Tue Feb 15 16:45:59 GMT 2022","Tue Feb 15 16:46:00 GMT 2022","1421","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Tue Feb 15 16:45:57 GMT 2022","Tue Feb 15 16:45:59 GMT 2022","1366","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Tue Feb 15 16:45:56 GMT 2022","Tue Feb 15 16:45:57 GMT 2022","1536","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Tue Feb 15 16:45:45 GMT 2022","Tue Feb 15 16:45:47 GMT 2022","2236","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Tue Feb 15 16:45:52 GMT 2022","Tue Feb 15 16:45:54 GMT 2022","2781","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Tue Feb 15 16:47:29 GMT 2022","Tue Feb 15 16:47:35 GMT 2022","6319","","Connect a vega wallet","","Connect a vega wallet","Do a staking thing","Do a staking thing",""
"passed","Tue Feb 15 16:45:49 GMT 2022","Tue Feb 15 16:45:50 GMT 2022","1290","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Tue Feb 15 16:46:00 GMT 2022","Tue Feb 15 16:46:02 GMT 2022","1996","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
