"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 08 09:19:10 GMT 2022","Tue Mar 08 09:19:11 GMT 2022","1910","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Tue Mar 08 09:19:18 GMT 2022","Tue Mar 08 09:19:20 GMT 2022","2415","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Tue Mar 08 09:19:31 GMT 2022","Tue Mar 08 09:19:33 GMT 2022","1992","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Tue Mar 08 09:19:22 GMT 2022","Tue Mar 08 09:19:24 GMT 2022","1602","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Tue Mar 08 09:19:24 GMT 2022","Tue Mar 08 09:19:26 GMT 2022","2100","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Tue Mar 08 09:19:13 GMT 2022","Tue Mar 08 09:19:14 GMT 2022","1332","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Tue Mar 08 09:20:46 GMT 2022","Tue Mar 08 09:20:51 GMT 2022","5083","","Staking page","","Staking page","Go to staking page and connect hosted wallet","Go to staking page and connect hosted wallet",""
"passed","Tue Mar 08 09:19:26 GMT 2022","Tue Mar 08 09:19:29 GMT 2022","2821","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"broken","Tue Mar 08 09:18:39 GMT 2022","Tue Mar 08 09:19:10 GMT 2022","30364","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Tue Mar 08 09:19:33 GMT 2022","Tue Mar 08 09:19:34 GMT 2022","1321","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Tue Mar 08 09:19:11 GMT 2022","Tue Mar 08 09:19:13 GMT 2022","1371","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Tue Mar 08 09:19:20 GMT 2022","Tue Mar 08 09:19:22 GMT 2022","1745","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Tue Mar 08 09:19:29 GMT 2022","Tue Mar 08 09:19:31 GMT 2022","2035","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Tue Mar 08 09:20:27 GMT 2022","Tue Mar 08 09:20:46 GMT 2022","18767","","Staking page","","Staking page","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Tue Mar 08 09:19:16 GMT 2022","Tue Mar 08 09:19:18 GMT 2022","2059","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Tue Mar 08 09:19:14 GMT 2022","Tue Mar 08 09:19:16 GMT 2022","1814","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
