"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 28 08:55:55 GMT 2022","Mon Mar 28 08:56:03 GMT 2022","8196","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Mon Mar 28 08:53:16 GMT 2022","Mon Mar 28 08:53:24 GMT 2022","7923","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
"passed","Mon Mar 28 08:51:23 GMT 2022","Mon Mar 28 08:51:26 GMT 2022","2827","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Mon Mar 28 08:50:53 GMT 2022","Mon Mar 28 08:51:08 GMT 2022","15833","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Mon Mar 28 08:55:31 GMT 2022","Mon Mar 28 08:55:35 GMT 2022","4111","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Mon Mar 28 08:51:29 GMT 2022","Mon Mar 28 08:51:31 GMT 2022","2164","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Mon Mar 28 08:51:15 GMT 2022","Mon Mar 28 08:51:17 GMT 2022","2240","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Mon Mar 28 08:51:26 GMT 2022","Mon Mar 28 08:51:29 GMT 2022","2880","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Mon Mar 28 08:51:33 GMT 2022","Mon Mar 28 08:51:35 GMT 2022","2284","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Mon Mar 28 08:55:15 GMT 2022","Mon Mar 28 08:55:19 GMT 2022","3705","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Mon Mar 28 08:55:04 GMT 2022","Mon Mar 28 08:55:15 GMT 2022","10455","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"passed","Mon Mar 28 08:51:41 GMT 2022","Mon Mar 28 08:51:43 GMT 2022","2124","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Mon Mar 28 08:51:35 GMT 2022","Mon Mar 28 08:51:39 GMT 2022","3188","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Mon Mar 28 08:51:19 GMT 2022","Mon Mar 28 08:51:23 GMT 2022","3982","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Mon Mar 28 08:55:35 GMT 2022","Mon Mar 28 08:55:39 GMT 2022","3676","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Mon Mar 28 08:55:39 GMT 2022","Mon Mar 28 08:55:49 GMT 2022","10270","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Mon Mar 28 08:54:48 GMT 2022","Mon Mar 28 08:55:04 GMT 2022","16514","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
