"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 10 12:24:54 GMT 2022","Fri Jun 10 12:25:09 GMT 2022","14283","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Fri Jun 10 12:30:35 GMT 2022","Fri Jun 10 12:30:42 GMT 2022","7070","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Fri Jun 10 12:26:52 GMT 2022","Fri Jun 10 12:26:54 GMT 2022","2600","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Fri Jun 10 12:27:04 GMT 2022","Fri Jun 10 12:27:07 GMT 2022","2956","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Fri Jun 10 12:30:22 GMT 2022","Fri Jun 10 12:30:26 GMT 2022","3881","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Fri Jun 10 12:27:25 GMT 2022","Fri Jun 10 12:27:28 GMT 2022","2269","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Fri Jun 10 12:31:45 GMT 2022","Fri Jun 10 12:32:08 GMT 2022","23883","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Fri Jun 10 12:30:42 GMT 2022","Fri Jun 10 12:30:48 GMT 2022","5367","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Fri Jun 10 12:29:28 GMT 2022","Fri Jun 10 12:29:43 GMT 2022","14579","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Fri Jun 10 12:26:58 GMT 2022","Fri Jun 10 12:27:01 GMT 2022","3597","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Fri Jun 10 12:30:07 GMT 2022","Fri Jun 10 12:30:17 GMT 2022","10432","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Fri Jun 10 12:28:21 GMT 2022","Fri Jun 10 12:28:36 GMT 2022","15184","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Fri Jun 10 12:30:17 GMT 2022","Fri Jun 10 12:30:22 GMT 2022","4547","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Fri Jun 10 12:27:11 GMT 2022","Fri Jun 10 12:27:14 GMT 2022","2899","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Fri Jun 10 12:26:54 GMT 2022","Fri Jun 10 12:26:58 GMT 2022","3638","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Fri Jun 10 12:26:00 GMT 2022","Fri Jun 10 12:26:16 GMT 2022","16215","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Fri Jun 10 12:27:14 GMT 2022","Fri Jun 10 12:27:17 GMT 2022","3034","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Fri Jun 10 12:32:08 GMT 2022","Fri Jun 10 12:32:13 GMT 2022","4694","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"passed","Fri Jun 10 12:26:48 GMT 2022","Fri Jun 10 12:26:52 GMT 2022","3032","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Fri Jun 10 12:29:43 GMT 2022","Fri Jun 10 12:29:57 GMT 2022","13944","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Fri Jun 10 12:27:23 GMT 2022","Fri Jun 10 12:27:25 GMT 2022","2784","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Fri Jun 10 12:30:26 GMT 2022","Fri Jun 10 12:30:35 GMT 2022","9742","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Fri Jun 10 12:27:07 GMT 2022","Fri Jun 10 12:27:11 GMT 2022","3449","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
