"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 15 14:34:11 GMT 2022","Tue Mar 15 14:34:15 GMT 2022","3209","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Tue Mar 15 14:34:15 GMT 2022","Tue Mar 15 14:34:32 GMT 2022","17203","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Tue Mar 15 14:36:05 GMT 2022","Tue Mar 15 14:36:08 GMT 2022","2697","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Tue Mar 15 14:36:26 GMT 2022","Tue Mar 15 14:36:28 GMT 2022","2627","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Tue Mar 15 14:36:08 GMT 2022","Tue Mar 15 14:36:10 GMT 2022","2320","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"broken","Tue Mar 15 14:37:33 GMT 2022","Tue Mar 15 14:38:05 GMT 2022","31788","","Staking page","","Staking page","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Tue Mar 15 14:36:24 GMT 2022","Tue Mar 15 14:36:26 GMT 2022","2297","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Tue Mar 15 14:36:03 GMT 2022","Tue Mar 15 14:36:05 GMT 2022","1850","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Tue Mar 15 14:36:28 GMT 2022","Tue Mar 15 14:36:30 GMT 2022","1682","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Tue Mar 15 14:36:12 GMT 2022","Tue Mar 15 14:36:15 GMT 2022","2747","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Tue Mar 15 14:36:10 GMT 2022","Tue Mar 15 14:36:12 GMT 2022","2154","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Tue Mar 15 14:35:58 GMT 2022","Tue Mar 15 14:36:01 GMT 2022","3156","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Tue Mar 15 14:35:26 GMT 2022","Tue Mar 15 14:35:53 GMT 2022","26427","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Tue Mar 15 14:37:17 GMT 2022","Tue Mar 15 14:37:32 GMT 2022","15325","","Staking page","","Staking page","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Tue Mar 15 14:36:18 GMT 2022","Tue Mar 15 14:36:21 GMT 2022","3755","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Tue Mar 15 14:36:21 GMT 2022","Tue Mar 15 14:36:24 GMT 2022","2121","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Tue Mar 15 14:36:01 GMT 2022","Tue Mar 15 14:36:03 GMT 2022","2162","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"broken","Tue Mar 15 14:37:32 GMT 2022","Tue Mar 15 14:37:33 GMT 2022","1215","","Staking page","","Staking page","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Tue Mar 15 14:35:53 GMT 2022","Tue Mar 15 14:35:58 GMT 2022","4894","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Tue Mar 15 14:36:15 GMT 2022","Tue Mar 15 14:36:18 GMT 2022","2928","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
