"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 04 15:13:52 GMT 2022","Mon Apr 04 15:13:54 GMT 2022","1942","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"broken","Mon Apr 04 15:14:02 GMT 2022","Mon Apr 04 15:14:33 GMT 2022","31615","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Mon Apr 04 15:13:45 GMT 2022","Mon Apr 04 15:13:47 GMT 2022","2422","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Mon Apr 04 15:21:14 GMT 2022","Mon Apr 04 15:21:47 GMT 2022","33294","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Mon Apr 04 15:13:41 GMT 2022","Mon Apr 04 15:13:43 GMT 2022","2313","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Mon Apr 04 15:17:32 GMT 2022","Mon Apr 04 15:17:36 GMT 2022","3748","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"broken","Mon Apr 04 15:19:52 GMT 2022","Mon Apr 04 15:20:28 GMT 2022","35488","","Staking and Association tests","","Staking and Association tests","Remove stake at next epoch","Remove stake at next epoch",""
"passed","Mon Apr 04 15:17:36 GMT 2022","Mon Apr 04 15:17:48 GMT 2022","12144","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Mon Apr 04 15:21:47 GMT 2022","Mon Apr 04 15:21:51 GMT 2022","3984","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"passed","Mon Apr 04 15:18:07 GMT 2022","Mon Apr 04 15:18:13 GMT 2022","5732","","Staking and Association tests","","Staking and Association tests","Staking validator list and epoch timer countdown","Staking validator list and epoch timer countdown",""
"passed","Mon Apr 04 15:13:38 GMT 2022","Mon Apr 04 15:13:41 GMT 2022","2453","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Mon Apr 04 15:17:48 GMT 2022","Mon Apr 04 15:17:52 GMT 2022","4164","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Mon Apr 04 15:15:49 GMT 2022","Mon Apr 04 15:15:55 GMT 2022","5882","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
"passed","Mon Apr 04 15:13:34 GMT 2022","Mon Apr 04 15:13:36 GMT 2022","2690","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Mon Apr 04 15:11:08 GMT 2022","Mon Apr 04 15:11:25 GMT 2022","17087","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"broken","Mon Apr 04 15:19:26 GMT 2022","Mon Apr 04 15:19:52 GMT 2022","26100","","Staking and Association tests","","Staking and Association tests","Remove stake now","Remove stake now",""
"passed","Mon Apr 04 15:17:58 GMT 2022","Mon Apr 04 15:18:07 GMT 2022","9778","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Mon Apr 04 15:19:21 GMT 2022","Mon Apr 04 15:19:26 GMT 2022","5780","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Mon Apr 04 15:17:23 GMT 2022","Mon Apr 04 15:17:32 GMT 2022","9827","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"passed","Mon Apr 04 15:16:53 GMT 2022","Mon Apr 04 15:17:08 GMT 2022","14973","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Mon Apr 04 15:13:57 GMT 2022","Mon Apr 04 15:13:59 GMT 2022","2399","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"broken","Mon Apr 04 15:18:13 GMT 2022","Mon Apr 04 15:19:21 GMT 2022","67516","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"failed","Mon Apr 04 15:13:02 GMT 2022","Mon Apr 04 15:13:34 GMT 2022","32181","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Mon Apr 04 15:17:52 GMT 2022","Mon Apr 04 15:17:58 GMT 2022","5133","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Mon Apr 04 15:12:36 GMT 2022","Mon Apr 04 15:13:02 GMT 2022","25771","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Mon Apr 04 15:13:54 GMT 2022","Mon Apr 04 15:13:57 GMT 2022","2546","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Mon Apr 04 15:13:47 GMT 2022","Mon Apr 04 15:13:50 GMT 2022","3079","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Mon Apr 04 15:13:36 GMT 2022","Mon Apr 04 15:13:38 GMT 2022","1645","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Mon Apr 04 15:15:33 GMT 2022","Mon Apr 04 15:15:49 GMT 2022","16092","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Mon Apr 04 15:11:04 GMT 2022","Mon Apr 04 15:11:08 GMT 2022","3636","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Mon Apr 04 15:13:43 GMT 2022","Mon Apr 04 15:13:45 GMT 2022","1846","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Mon Apr 04 15:13:59 GMT 2022","Mon Apr 04 15:14:02 GMT 2022","2365","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Mon Apr 04 15:17:08 GMT 2022","Mon Apr 04 15:17:23 GMT 2022","14234","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Mon Apr 04 15:13:50 GMT 2022","Mon Apr 04 15:13:52 GMT 2022","2227","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
