"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 17 11:06:57 GMT 2022","Tue May 17 11:07:00 GMT 2022","2650","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Tue May 17 11:07:10 GMT 2022","Tue May 17 11:07:12 GMT 2022","2037","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Tue May 17 11:07:06 GMT 2022","Tue May 17 11:07:08 GMT 2022","2433","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Tue May 17 11:06:13 GMT 2022","Tue May 17 11:06:33 GMT 2022","19931","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Tue May 17 11:06:51 GMT 2022","Tue May 17 11:06:54 GMT 2022","2921","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"failed","Tue May 17 11:15:06 GMT 2022","Tue May 17 11:15:56 GMT 2022","49999","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Tue May 17 11:06:49 GMT 2022","Tue May 17 11:06:51 GMT 2022","2456","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Tue May 17 11:07:57 GMT 2022","Tue May 17 11:08:15 GMT 2022","18223","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"broken","Tue May 17 11:12:29 GMT 2022","Tue May 17 11:13:02 GMT 2022","32687","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Tue May 17 11:06:54 GMT 2022","Tue May 17 11:06:57 GMT 2022","3169","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Tue May 17 11:09:25 GMT 2022","Tue May 17 11:09:45 GMT 2022","20122","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Tue May 17 11:07:03 GMT 2022","Tue May 17 11:07:06 GMT 2022","2676","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"broken","Tue May 17 11:10:53 GMT 2022","Tue May 17 11:11:25 GMT 2022","32246","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Tue May 17 11:07:00 GMT 2022","Tue May 17 11:07:03 GMT 2022","3032","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Tue May 17 11:06:41 GMT 2022","Tue May 17 11:06:43 GMT 2022","2612","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"broken","Tue May 17 11:13:02 GMT 2022","Tue May 17 11:13:36 GMT 2022","34310","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Tue May 17 11:06:43 GMT 2022","Tue May 17 11:06:47 GMT 2022","3157","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"broken","Tue May 17 11:10:21 GMT 2022","Tue May 17 11:10:53 GMT 2022","31968","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"broken","Tue May 17 11:11:57 GMT 2022","Tue May 17 11:12:29 GMT 2022","32362","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Tue May 17 11:06:37 GMT 2022","Tue May 17 11:06:41 GMT 2022","3588","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Tue May 17 11:06:33 GMT 2022","Tue May 17 11:06:37 GMT 2022","4154","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Tue May 17 11:07:08 GMT 2022","Tue May 17 11:07:10 GMT 2022","2243","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"broken","Tue May 17 11:13:36 GMT 2022","Tue May 17 11:14:11 GMT 2022","34691","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"broken","Tue May 17 11:09:45 GMT 2022","Tue May 17 11:10:21 GMT 2022","35089","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Tue May 17 11:04:47 GMT 2022","Tue May 17 11:04:55 GMT 2022","8324","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Tue May 17 11:06:47 GMT 2022","Tue May 17 11:06:49 GMT 2022","2338","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"broken","Tue May 17 11:15:56 GMT 2022","Tue May 17 11:16:08 GMT 2022","11995","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"broken","Tue May 17 11:11:25 GMT 2022","Tue May 17 11:11:57 GMT 2022","32112","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Tue May 17 11:04:55 GMT 2022","Tue May 17 11:05:24 GMT 2022","29271","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
