"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 03 15:58:53 GMT 2022","Tue May 03 16:00:05 GMT 2022","72350","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Tue May 03 16:04:52 GMT 2022","Tue May 03 16:04:59 GMT 2022","7500","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"passed","Tue May 03 15:52:51 GMT 2022","Tue May 03 15:52:55 GMT 2022","3780","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Tue May 03 16:01:26 GMT 2022","Tue May 03 16:01:33 GMT 2022","7273","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"broken","Tue May 03 16:00:15 GMT 2022","Tue May 03 16:01:26 GMT 2022","70892","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Tue May 03 15:53:15 GMT 2022","Tue May 03 15:53:18 GMT 2022","2834","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Tue May 03 15:52:37 GMT 2022","Tue May 03 15:52:41 GMT 2022","3681","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Tue May 03 15:50:50 GMT 2022","Tue May 03 15:51:16 GMT 2022","26031","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Tue May 03 15:52:19 GMT 2022","Tue May 03 15:52:37 GMT 2022","18381","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Tue May 03 15:53:18 GMT 2022","Tue May 03 15:53:20 GMT 2022","2358","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Tue May 03 15:53:01 GMT 2022","Tue May 03 15:53:05 GMT 2022","4392","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Tue May 03 16:00:05 GMT 2022","Tue May 03 16:00:10 GMT 2022","4969","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Tue May 03 15:55:36 GMT 2022","Tue May 03 15:55:53 GMT 2022","16864","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Tue May 03 15:53:20 GMT 2022","Tue May 03 15:53:22 GMT 2022","2005","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"broken","Tue May 03 15:57:09 GMT 2022","Tue May 03 15:58:20 GMT 2022","71262","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"broken","Tue May 03 15:55:53 GMT 2022","Tue May 03 15:57:09 GMT 2022","75352","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Tue May 03 16:01:33 GMT 2022","Tue May 03 16:01:39 GMT 2022","5725","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Tue May 03 15:53:12 GMT 2022","Tue May 03 15:53:15 GMT 2022","2817","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Tue May 03 16:03:52 GMT 2022","Tue May 03 16:04:52 GMT 2022","59240","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Tue May 03 15:52:55 GMT 2022","Tue May 03 15:52:58 GMT 2022","2831","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Tue May 03 15:53:09 GMT 2022","Tue May 03 15:53:12 GMT 2022","3194","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Tue May 03 15:52:46 GMT 2022","Tue May 03 15:52:51 GMT 2022","4976","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Tue May 03 16:00:10 GMT 2022","Tue May 03 16:00:15 GMT 2022","4830","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Tue May 03 15:54:05 GMT 2022","Tue May 03 15:54:32 GMT 2022","27019","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Tue May 03 15:52:41 GMT 2022","Tue May 03 15:52:44 GMT 2022","3456","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"broken","Tue May 03 15:58:20 GMT 2022","Tue May 03 15:58:53 GMT 2022","32802","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Tue May 03 15:52:44 GMT 2022","Tue May 03 15:52:46 GMT 2022","2099","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Tue May 03 15:52:58 GMT 2022","Tue May 03 15:53:01 GMT 2022","2885","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Tue May 03 15:50:46 GMT 2022","Tue May 03 15:50:50 GMT 2022","4277","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Tue May 03 15:53:05 GMT 2022","Tue May 03 15:53:09 GMT 2022","3837","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
