"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","18","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","12","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"broken","Wed Apr 06 10:25:12 GMT 2022","Wed Apr 06 10:25:12 GMT 2022","76","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","20","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Wed Apr 06 10:25:12 GMT 2022","Wed Apr 06 10:25:12 GMT 2022","101","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"failed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","18","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"failed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","11","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"broken","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","11","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"failed","Wed Apr 06 10:27:40 GMT 2022","Wed Apr 06 10:27:40 GMT 2022","50","","Staking page","","Staking page","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","24","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"broken","Wed Apr 06 10:27:40 GMT 2022","Wed Apr 06 10:27:40 GMT 2022","14","","Staking page","","Staking page","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","22","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"broken","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","59","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"failed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","13","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"failed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","16","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","13","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"failed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","15","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"failed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","14","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Wed Apr 06 10:26:23 GMT 2022","Wed Apr 06 10:26:23 GMT 2022","11","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"broken","Wed Apr 06 10:27:40 GMT 2022","Wed Apr 06 10:27:40 GMT 2022","9","","Staking page","","Staking page","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
