"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 28 09:18:47 GMT 2022","Mon Mar 28 09:19:04 GMT 2022","16610","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Mon Mar 28 09:25:35 GMT 2022","Mon Mar 28 09:25:40 GMT 2022","4678","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Mon Mar 28 09:24:42 GMT 2022","Mon Mar 28 09:24:58 GMT 2022","16062","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Mon Mar 28 09:24:58 GMT 2022","Mon Mar 28 09:25:12 GMT 2022","13411","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"passed","Mon Mar 28 09:18:44 GMT 2022","Mon Mar 28 09:18:47 GMT 2022","3413","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Mon Mar 28 09:22:48 GMT 2022","Mon Mar 28 09:23:13 GMT 2022","24797","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Mon Mar 28 09:21:51 GMT 2022","Mon Mar 28 09:21:54 GMT 2022","2808","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Mon Mar 28 09:24:24 GMT 2022","Mon Mar 28 09:24:42 GMT 2022","18266","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Mon Mar 28 09:25:16 GMT 2022","Mon Mar 28 09:25:30 GMT 2022","13951","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Mon Mar 28 09:20:29 GMT 2022","Mon Mar 28 09:20:31 GMT 2022","1855","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Mon Mar 28 09:21:47 GMT 2022","Mon Mar 28 09:21:49 GMT 2022","2297","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Mon Mar 28 09:25:58 GMT 2022","Mon Mar 28 09:26:06 GMT 2022","7806","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"broken","Mon Mar 28 09:21:12 GMT 2022","Mon Mar 28 09:21:44 GMT 2022","31257","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Mon Mar 28 09:20:31 GMT 2022","Mon Mar 28 09:20:33 GMT 2022","1954","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Mon Mar 28 09:20:35 GMT 2022","Mon Mar 28 09:20:37 GMT 2022","2204","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Mon Mar 28 09:25:12 GMT 2022","Mon Mar 28 09:25:16 GMT 2022","4166","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Mon Mar 28 09:20:39 GMT 2022","Mon Mar 28 09:20:42 GMT 2022","2963","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Mon Mar 28 09:21:49 GMT 2022","Mon Mar 28 09:21:51 GMT 2022","2045","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Mon Mar 28 09:20:01 GMT 2022","Mon Mar 28 09:20:25 GMT 2022","24610","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Mon Mar 28 09:20:37 GMT 2022","Mon Mar 28 09:20:39 GMT 2022","1732","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Mon Mar 28 09:25:30 GMT 2022","Mon Mar 28 09:25:35 GMT 2022","5425","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Mon Mar 28 09:20:33 GMT 2022","Mon Mar 28 09:20:35 GMT 2022","2160","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Mon Mar 28 09:20:25 GMT 2022","Mon Mar 28 09:20:29 GMT 2022","3511","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Mon Mar 28 09:21:44 GMT 2022","Mon Mar 28 09:21:47 GMT 2022","2906","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"broken","Mon Mar 28 09:20:42 GMT 2022","Mon Mar 28 09:21:12 GMT 2022","30811","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Mon Mar 28 09:21:54 GMT 2022","Mon Mar 28 09:21:55 GMT 2022","1647","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Mon Mar 28 09:26:06 GMT 2022","Mon Mar 28 09:26:13 GMT 2022","6779","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Mon Mar 28 09:25:52 GMT 2022","Mon Mar 28 09:25:58 GMT 2022","5833","","Staking and Association tests","","Staking and Association tests","Staking validator list and epoch timer countdown","Staking validator list and epoch timer countdown",""
"passed","Mon Mar 28 09:25:40 GMT 2022","Mon Mar 28 09:25:52 GMT 2022","12319","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Mon Mar 28 09:23:13 GMT 2022","Mon Mar 28 09:23:21 GMT 2022","8153","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
