"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 26 07:53:52 GMT 2022","Tue Apr 26 07:53:52 GMT 2022","62","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"broken","Tue Apr 26 07:52:59 GMT 2022","Tue Apr 26 07:53:02 GMT 2022","3214","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"broken","Tue Apr 26 07:57:16 GMT 2022","Tue Apr 26 07:57:16 GMT 2022","11","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"failed","Tue Apr 26 07:57:16 GMT 2022","Tue Apr 26 07:57:16 GMT 2022","16","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"broken","Tue Apr 26 07:57:16 GMT 2022","Tue Apr 26 07:57:16 GMT 2022","9","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"broken","Tue Apr 26 07:56:25 GMT 2022","Tue Apr 26 07:56:25 GMT 2022","9","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
"failed","Tue Apr 26 07:57:16 GMT 2022","Tue Apr 26 07:57:16 GMT 2022","47","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"broken","Tue Apr 26 07:57:16 GMT 2022","Tue Apr 26 07:57:16 GMT 2022","15","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"failed","Tue Apr 26 07:54:02 GMT 2022","Tue Apr 26 07:54:02 GMT 2022","8","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"failed","Tue Apr 26 07:54:02 GMT 2022","Tue Apr 26 07:54:02 GMT 2022","13","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"broken","Tue Apr 26 07:54:02 GMT 2022","Tue Apr 26 07:54:02 GMT 2022","8","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"broken","Tue Apr 26 07:57:16 GMT 2022","Tue Apr 26 07:57:16 GMT 2022","9","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
