"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 08 11:34:55 GMT 2022","Fri Apr 08 11:34:57 GMT 2022","2031","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Fri Apr 08 11:34:36 GMT 2022","Fri Apr 08 11:34:38 GMT 2022","2312","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"broken","Fri Apr 08 11:38:39 GMT 2022","Fri Apr 08 11:39:21 GMT 2022","41967","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"broken","Fri Apr 08 11:34:58 GMT 2022","Fri Apr 08 11:35:30 GMT 2022","31639","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Fri Apr 08 11:41:10 GMT 2022","Fri Apr 08 11:41:14 GMT 2022","4146","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"passed","Fri Apr 08 11:39:36 GMT 2022","Fri Apr 08 11:39:41 GMT 2022","5565","","Staking and Association tests","","Staking and Association tests","Staking validator list and epoch timer countdown","Staking validator list and epoch timer countdown",""
"passed","Fri Apr 08 11:36:56 GMT 2022","Fri Apr 08 11:37:02 GMT 2022","6640","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
"broken","Fri Apr 08 11:39:45 GMT 2022","Fri Apr 08 11:39:46 GMT 2022","1839","","Staking and Association tests","","Staking and Association tests","Remove stake now","Remove stake now",""
"broken","Fri Apr 08 11:39:41 GMT 2022","Fri Apr 08 11:39:43 GMT 2022","1788","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"broken","Fri Apr 08 11:38:38 GMT 2022","Fri Apr 08 11:38:39 GMT 2022","1080","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Fri Apr 08 11:34:50 GMT 2022","Fri Apr 08 11:34:52 GMT 2022","2250","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"broken","Fri Apr 08 11:39:46 GMT 2022","Fri Apr 08 11:39:48 GMT 2022","1551","","Staking and Association tests","","Staking and Association tests","Remove stake at next epoch","Remove stake at next epoch",""
"broken","Fri Apr 08 11:39:26 GMT 2022","Fri Apr 08 11:39:36 GMT 2022","9923","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Fri Apr 08 11:37:49 GMT 2022","Fri Apr 08 11:38:17 GMT 2022","27853","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Fri Apr 08 11:33:33 GMT 2022","Fri Apr 08 11:33:58 GMT 2022","25349","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Fri Apr 08 11:39:21 GMT 2022","Fri Apr 08 11:39:26 GMT 2022","4618","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Fri Apr 08 11:32:09 GMT 2022","Fri Apr 08 11:32:12 GMT 2022","3439","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Fri Apr 08 11:34:45 GMT 2022","Fri Apr 08 11:34:48 GMT 2022","2704","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"broken","Fri Apr 08 11:38:17 GMT 2022","Fri Apr 08 11:38:33 GMT 2022","15517","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"broken","Fri Apr 08 11:38:33 GMT 2022","Fri Apr 08 11:38:34 GMT 2022","1536","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"broken","Fri Apr 08 11:39:43 GMT 2022","Fri Apr 08 11:39:45 GMT 2022","1699","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Fri Apr 08 11:36:38 GMT 2022","Fri Apr 08 11:36:56 GMT 2022","17899","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"failed","Fri Apr 08 11:33:58 GMT 2022","Fri Apr 08 11:34:31 GMT 2022","32094","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Fri Apr 08 11:34:52 GMT 2022","Fri Apr 08 11:34:55 GMT 2022","2019","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Fri Apr 08 11:38:34 GMT 2022","Fri Apr 08 11:38:38 GMT 2022","3887","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Fri Apr 08 11:34:34 GMT 2022","Fri Apr 08 11:34:36 GMT 2022","1666","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Fri Apr 08 11:34:38 GMT 2022","Fri Apr 08 11:34:41 GMT 2022","2570","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Fri Apr 08 11:34:57 GMT 2022","Fri Apr 08 11:34:58 GMT 2022","1766","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Fri Apr 08 11:34:31 GMT 2022","Fri Apr 08 11:34:34 GMT 2022","3418","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Fri Apr 08 11:40:46 GMT 2022","Fri Apr 08 11:41:10 GMT 2022","23316","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Fri Apr 08 11:34:43 GMT 2022","Fri Apr 08 11:34:45 GMT 2022","2629","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Fri Apr 08 11:34:41 GMT 2022","Fri Apr 08 11:34:43 GMT 2022","2132","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Fri Apr 08 11:32:12 GMT 2022","Fri Apr 08 11:32:36 GMT 2022","23970","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
