"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 18 08:52:57 GMT 2022","Fri Mar 18 08:53:00 GMT 2022","2825","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Fri Mar 18 08:52:47 GMT 2022","Fri Mar 18 08:52:50 GMT 2022","2896","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Fri Mar 18 08:52:52 GMT 2022","Fri Mar 18 08:52:54 GMT 2022","1985","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Fri Mar 18 08:53:10 GMT 2022","Fri Mar 18 08:53:12 GMT 2022","2487","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Fri Mar 18 08:53:00 GMT 2022","Fri Mar 18 08:53:02 GMT 2022","2288","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Fri Mar 18 08:53:05 GMT 2022","Fri Mar 18 08:53:08 GMT 2022","2816","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Fri Mar 18 08:54:15 GMT 2022","Fri Mar 18 08:54:29 GMT 2022","13158","","Staking page","","Staking page","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Fri Mar 18 08:51:17 GMT 2022","Fri Mar 18 08:51:21 GMT 2022","3796","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Fri Mar 18 08:53:15 GMT 2022","Fri Mar 18 08:53:17 GMT 2022","2371","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Fri Mar 18 08:53:02 GMT 2022","Fri Mar 18 08:53:05 GMT 2022","2514","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Fri Mar 18 08:52:50 GMT 2022","Fri Mar 18 08:52:52 GMT 2022","2452","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Fri Mar 18 08:51:21 GMT 2022","Fri Mar 18 08:51:34 GMT 2022","13272","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Fri Mar 18 08:53:08 GMT 2022","Fri Mar 18 08:53:10 GMT 2022","2447","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Fri Mar 18 08:53:20 GMT 2022","Fri Mar 18 08:53:22 GMT 2022","1756","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Fri Mar 18 08:54:41 GMT 2022","Fri Mar 18 08:54:43 GMT 2022","2554","","Staking page","","Staking page","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Fri Mar 18 08:53:17 GMT 2022","Fri Mar 18 08:53:20 GMT 2022","2357","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Fri Mar 18 08:52:54 GMT 2022","Fri Mar 18 08:52:57 GMT 2022","2723","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Fri Mar 18 08:52:30 GMT 2022","Fri Mar 18 08:52:47 GMT 2022","16711","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Fri Mar 18 08:54:29 GMT 2022","Fri Mar 18 08:54:41 GMT 2022","12223","","Staking page","","Staking page","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Fri Mar 18 08:53:12 GMT 2022","Fri Mar 18 08:53:15 GMT 2022","2602","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
