"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 04 08:28:35 GMT 2022","Mon Apr 04 08:28:42 GMT 2022","7327","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
"broken","Mon Apr 04 08:22:15 GMT 2022","Mon Apr 04 08:22:19 GMT 2022","4084","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Mon Apr 04 08:30:14 GMT 2022","Mon Apr 04 08:30:26 GMT 2022","12097","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"passed","Mon Apr 04 08:30:48 GMT 2022","Mon Apr 04 08:30:54 GMT 2022","5170","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"broken","Mon Apr 04 08:22:02 GMT 2022","Mon Apr 04 08:22:06 GMT 2022","3727","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Mon Apr 04 08:17:19 GMT 2022","Mon Apr 04 08:17:28 GMT 2022","9456","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"broken","Mon Apr 04 08:21:44 GMT 2022","Mon Apr 04 08:21:49 GMT 2022","5462","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"broken","Mon Apr 04 08:21:00 GMT 2022","Mon Apr 04 08:21:07 GMT 2022","6865","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"broken","Mon Apr 04 08:21:32 GMT 2022","Mon Apr 04 08:21:37 GMT 2022","5027","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"broken","Mon Apr 04 08:21:07 GMT 2022","Mon Apr 04 08:21:10 GMT 2022","3183","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"broken","Mon Apr 04 08:22:06 GMT 2022","Mon Apr 04 08:22:15 GMT 2022","9671","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"broken","Mon Apr 04 08:21:10 GMT 2022","Mon Apr 04 08:21:18 GMT 2022","8139","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Mon Apr 04 08:17:28 GMT 2022","Mon Apr 04 08:18:00 GMT 2022","31552","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Mon Apr 04 08:29:31 GMT 2022","Mon Apr 04 08:29:56 GMT 2022","25537","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Mon Apr 04 08:31:10 GMT 2022","Mon Apr 04 08:31:18 GMT 2022","7216","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Mon Apr 04 08:30:32 GMT 2022","Mon Apr 04 08:30:43 GMT 2022","11447","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"broken","Mon Apr 04 08:21:56 GMT 2022","Mon Apr 04 08:22:02 GMT 2022","6110","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"broken","Mon Apr 04 08:20:48 GMT 2022","Mon Apr 04 08:21:00 GMT 2022","11414","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Mon Apr 04 08:29:56 GMT 2022","Mon Apr 04 08:30:14 GMT 2022","18041","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
