"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 13 02:10:21 GMT 2022","Mon Jun 13 02:10:25 GMT 2022","3373","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Mon Jun 13 02:10:49 GMT 2022","Mon Jun 13 02:10:52 GMT 2022","2770","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Mon Jun 13 02:14:25 GMT 2022","Mon Jun 13 02:14:31 GMT 2022","5779","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Mon Jun 13 02:14:06 GMT 2022","Mon Jun 13 02:14:20 GMT 2022","13930","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Mon Jun 13 02:14:42 GMT 2022","Mon Jun 13 02:14:50 GMT 2022","7825","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Mon Jun 13 02:10:57 GMT 2022","Mon Jun 13 02:11:00 GMT 2022","2290","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Mon Jun 13 02:08:02 GMT 2022","Mon Jun 13 02:08:08 GMT 2022","5950","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Mon Jun 13 02:15:56 GMT 2022","Mon Jun 13 02:16:23 GMT 2022","27313","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Mon Jun 13 02:13:53 GMT 2022","Mon Jun 13 02:14:06 GMT 2022","12858","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"passed","Mon Jun 13 02:11:54 GMT 2022","Mon Jun 13 02:12:13 GMT 2022","18915","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Mon Jun 13 02:14:50 GMT 2022","Mon Jun 13 02:14:57 GMT 2022","6953","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
