"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 20 08:54:46 GMT 2022","Wed Apr 20 08:54:49 GMT 2022","2431","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Wed Apr 20 08:45:46 GMT 2022","Wed Apr 20 08:45:50 GMT 2022","4314","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Wed Apr 20 08:45:31 GMT 2022","Wed Apr 20 08:45:34 GMT 2022","2334","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"broken","Wed Apr 20 08:54:54 GMT 2022","Wed Apr 20 08:54:56 GMT 2022","2229","","Staking and Association tests","","Staking and Association tests","Remove stake at next epoch","Remove stake at next epoch",""
"broken","Wed Apr 20 08:53:29 GMT 2022","Wed Apr 20 08:54:40 GMT 2022","71206","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"broken","Wed Apr 20 08:52:43 GMT 2022","Wed Apr 20 08:53:24 GMT 2022","41052","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Wed Apr 20 08:44:50 GMT 2022","Wed Apr 20 08:45:23 GMT 2022","32484","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"broken","Wed Apr 20 08:54:49 GMT 2022","Wed Apr 20 08:54:51 GMT 2022","2673","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Wed Apr 20 08:54:40 GMT 2022","Wed Apr 20 08:54:46 GMT 2022","6157","","Staking and Association tests","","Staking and Association tests","Staking validator list and epoch timer countdown","Staking validator list and epoch timer countdown",""
"broken","Wed Apr 20 08:54:51 GMT 2022","Wed Apr 20 08:54:54 GMT 2022","2603","","Staking and Association tests","","Staking and Association tests","Remove stake now","Remove stake now",""
"broken","Wed Apr 20 08:50:09 GMT 2022","Wed Apr 20 08:51:23 GMT 2022","74031","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"passed","Wed Apr 20 08:45:23 GMT 2022","Wed Apr 20 08:45:28 GMT 2022","5276","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Wed Apr 20 08:45:39 GMT 2022","Wed Apr 20 08:45:43 GMT 2022","3389","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Wed Apr 20 08:51:23 GMT 2022","Wed Apr 20 08:51:28 GMT 2022","5316","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Wed Apr 20 08:45:28 GMT 2022","Wed Apr 20 08:45:31 GMT 2022","3548","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Wed Apr 20 08:56:01 GMT 2022","Wed Apr 20 08:56:28 GMT 2022","26989","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Wed Apr 20 08:45:34 GMT 2022","Wed Apr 20 08:45:36 GMT 2022","2631","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Wed Apr 20 08:45:50 GMT 2022","Wed Apr 20 08:45:55 GMT 2022","4742","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Wed Apr 20 08:45:36 GMT 2022","Wed Apr 20 08:45:39 GMT 2022","2898","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Wed Apr 20 08:48:17 GMT 2022","Wed Apr 20 08:48:49 GMT 2022","31758","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Wed Apr 20 08:45:43 GMT 2022","Wed Apr 20 08:45:46 GMT 2022","3375","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"broken","Wed Apr 20 08:48:49 GMT 2022","Wed Apr 20 08:50:09 GMT 2022","79962","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Wed Apr 20 08:47:07 GMT 2022","Wed Apr 20 08:47:26 GMT 2022","18663","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Wed Apr 20 08:53:24 GMT 2022","Wed Apr 20 08:53:29 GMT 2022","4891","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Wed Apr 20 08:46:04 GMT 2022","Wed Apr 20 08:46:06 GMT 2022","2382","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Wed Apr 20 08:45:55 GMT 2022","Wed Apr 20 08:46:00 GMT 2022","4793","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Wed Apr 20 08:46:09 GMT 2022","Wed Apr 20 08:46:11 GMT 2022","2028","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Wed Apr 20 08:46:06 GMT 2022","Wed Apr 20 08:46:09 GMT 2022","2818","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Wed Apr 20 08:46:00 GMT 2022","Wed Apr 20 08:46:04 GMT 2022","3710","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Wed Apr 20 08:43:43 GMT 2022","Wed Apr 20 08:43:59 GMT 2022","15647","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Wed Apr 20 08:43:37 GMT 2022","Wed Apr 20 08:43:43 GMT 2022","6405","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Wed Apr 20 08:47:26 GMT 2022","Wed Apr 20 08:47:33 GMT 2022","7334","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
"broken","Wed Apr 20 08:51:28 GMT 2022","Wed Apr 20 08:52:43 GMT 2022","74463","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Wed Apr 20 08:56:28 GMT 2022","Wed Apr 20 08:56:33 GMT 2022","4928","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
