"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 25 08:57:42 GMT 2022","Wed May 25 08:57:45 GMT 2022","2889","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Wed May 25 08:58:04 GMT 2022","Wed May 25 08:58:09 GMT 2022","5032","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Wed May 25 08:58:29 GMT 2022","Wed May 25 08:58:38 GMT 2022","9119","","Staking page","","Staking page","Go to staking page and connect hosted wallet","Go to staking page and connect hosted wallet",""
"passed","Wed May 25 08:57:56 GMT 2022","Wed May 25 08:58:01 GMT 2022","4338","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Wed May 25 08:58:13 GMT 2022","Wed May 25 08:58:14 GMT 2022","1853","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"failed","Wed May 25 08:56:29 GMT 2022","Wed May 25 08:57:40 GMT 2022","70560","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Wed May 25 08:58:09 GMT 2022","Wed May 25 08:58:13 GMT 2022","3332","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Wed May 25 08:58:01 GMT 2022","Wed May 25 08:58:04 GMT 2022","3604","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Wed May 25 08:57:40 GMT 2022","Wed May 25 08:57:42 GMT 2022","2490","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Wed May 25 08:57:49 GMT 2022","Wed May 25 08:57:53 GMT 2022","3307","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Wed May 25 08:57:47 GMT 2022","Wed May 25 08:57:49 GMT 2022","2100","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Wed May 25 08:57:53 GMT 2022","Wed May 25 08:57:56 GMT 2022","3763","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Wed May 25 08:57:45 GMT 2022","Wed May 25 08:57:47 GMT 2022","1919","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
