"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Feb 18 14:08:46 GMT 2022","Fri Feb 18 14:09:04 GMT 2022","18662","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"broken","Fri Feb 18 14:07:59 GMT 2022","Fri Feb 18 14:08:08 GMT 2022","9618","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"broken","Fri Feb 18 14:10:54 GMT 2022","Fri Feb 18 14:11:07 GMT 2022","13062","","Staking page","","Staking page","Go to staking page and connect hosted wallet","Go to staking page and connect hosted wallet",""
"broken","Fri Feb 18 14:07:18 GMT 2022","Fri Feb 18 14:07:28 GMT 2022","9467","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"broken","Fri Feb 18 14:08:08 GMT 2022","Fri Feb 18 14:08:22 GMT 2022","13753","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"broken","Fri Feb 18 14:07:50 GMT 2022","Fri Feb 18 14:07:59 GMT 2022","8159","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Fri Feb 18 14:07:47 GMT 2022","Fri Feb 18 14:07:50 GMT 2022","3816","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"broken","Fri Feb 18 14:07:37 GMT 2022","Fri Feb 18 14:07:47 GMT 2022","9347","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"broken","Fri Feb 18 14:08:22 GMT 2022","Fri Feb 18 14:08:32 GMT 2022","9662","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Fri Feb 18 14:09:17 GMT 2022","Fri Feb 18 14:09:20 GMT 2022","2981","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"broken","Fri Feb 18 14:08:32 GMT 2022","Fri Feb 18 14:08:46 GMT 2022","13921","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"broken","Fri Feb 18 14:06:40 GMT 2022","Fri Feb 18 14:07:13 GMT 2022","33396","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"broken","Fri Feb 18 14:10:23 GMT 2022","Fri Feb 18 14:10:54 GMT 2022","30752","","Staking page","","Staking page","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"broken","Fri Feb 18 14:09:04 GMT 2022","Fri Feb 18 14:09:17 GMT 2022","13048","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"broken","Fri Feb 18 14:07:28 GMT 2022","Fri Feb 18 14:07:37 GMT 2022","9477","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Fri Feb 18 14:07:13 GMT 2022","Fri Feb 18 14:07:18 GMT 2022","5055","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
