"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 09 12:16:39 GMT 2022","Mon May 09 12:16:44 GMT 2022","5193","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Mon May 09 12:17:56 GMT 2022","Mon May 09 12:18:40 GMT 2022","43712","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Mon May 09 12:16:34 GMT 2022","Mon May 09 12:16:39 GMT 2022","5210","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Mon May 09 12:16:44 GMT 2022","Mon May 09 12:16:57 GMT 2022","12839","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Mon May 09 12:13:07 GMT 2022","Mon May 09 12:13:10 GMT 2022","3020","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Mon May 09 12:16:20 GMT 2022","Mon May 09 12:16:34 GMT 2022","13531","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Mon May 09 12:12:55 GMT 2022","Mon May 09 12:12:58 GMT 2022","2899","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Mon May 09 12:13:16 GMT 2022","Mon May 09 12:13:19 GMT 2022","2951","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Mon May 09 12:16:57 GMT 2022","Mon May 09 12:17:05 GMT 2022","7559","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Mon May 09 12:13:04 GMT 2022","Mon May 09 12:13:07 GMT 2022","3172","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
