"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 13 02:54:05 GMT 2022","Mon Jun 13 02:54:38 GMT 2022","32915","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Mon Jun 13 02:54:44 GMT 2022","Mon Jun 13 02:54:47 GMT 2022","3664","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Mon Jun 13 03:00:11 GMT 2022","Mon Jun 13 03:00:36 GMT 2022","25701","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Mon Jun 13 02:55:02 GMT 2022","Mon Jun 13 02:55:08 GMT 2022","5969","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Mon Jun 13 02:57:34 GMT 2022","Mon Jun 13 02:57:47 GMT 2022","13657","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Mon Jun 13 02:58:02 GMT 2022","Mon Jun 13 02:58:12 GMT 2022","9386","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"passed","Mon Jun 13 02:54:57 GMT 2022","Mon Jun 13 02:55:02 GMT 2022","4577","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Mon Jun 13 02:55:26 GMT 2022","Mon Jun 13 02:55:28 GMT 2022","2686","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Mon Jun 13 02:54:52 GMT 2022","Mon Jun 13 02:54:57 GMT 2022","5068","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Mon Jun 13 02:58:12 GMT 2022","Mon Jun 13 02:58:22 GMT 2022","9965","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Mon Jun 13 02:52:36 GMT 2022","Mon Jun 13 02:52:52 GMT 2022","15851","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Mon Jun 13 02:58:22 GMT 2022","Mon Jun 13 02:58:26 GMT 2022","4293","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Mon Jun 13 02:55:31 GMT 2022","Mon Jun 13 02:55:34 GMT 2022","2669","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Mon Jun 13 02:56:21 GMT 2022","Mon Jun 13 02:56:47 GMT 2022","26560","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Mon Jun 13 02:57:47 GMT 2022","Mon Jun 13 02:58:02 GMT 2022","14965","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Mon Jun 13 02:52:31 GMT 2022","Mon Jun 13 02:52:36 GMT 2022","4578","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Mon Jun 13 02:55:08 GMT 2022","Mon Jun 13 02:55:12 GMT 2022","4515","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
