"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 25 00:34:29 GMT 2022","Fri Mar 25 00:34:35 GMT 2022","5955","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"broken","Fri Mar 25 00:38:09 GMT 2022","Fri Mar 25 00:38:44 GMT 2022","35062","","Staking page","","Staking page","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Fri Mar 25 00:36:40 GMT 2022","Fri Mar 25 00:36:42 GMT 2022","2022","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Fri Mar 25 00:36:31 GMT 2022","Fri Mar 25 00:36:33 GMT 2022","2392","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Fri Mar 25 00:36:48 GMT 2022","Fri Mar 25 00:36:50 GMT 2022","1679","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Fri Mar 25 00:36:46 GMT 2022","Fri Mar 25 00:36:48 GMT 2022","2010","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Fri Mar 25 00:36:25 GMT 2022","Fri Mar 25 00:36:27 GMT 2022","1840","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"broken","Fri Mar 25 00:38:44 GMT 2022","Fri Mar 25 00:39:18 GMT 2022","34802","","Staking page","","Staking page","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
"passed","Fri Mar 25 00:36:37 GMT 2022","Fri Mar 25 00:36:40 GMT 2022","2366","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Fri Mar 25 00:36:44 GMT 2022","Fri Mar 25 00:36:46 GMT 2022","2245","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Fri Mar 25 00:36:28 GMT 2022","Fri Mar 25 00:36:31 GMT 2022","2224","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Fri Mar 25 00:36:35 GMT 2022","Fri Mar 25 00:36:37 GMT 2022","2221","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Fri Mar 25 00:34:35 GMT 2022","Fri Mar 25 00:35:03 GMT 2022","27734","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Fri Mar 25 00:36:42 GMT 2022","Fri Mar 25 00:36:44 GMT 2022","2053","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Fri Mar 25 00:36:19 GMT 2022","Fri Mar 25 00:36:22 GMT 2022","3053","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Fri Mar 25 00:36:22 GMT 2022","Fri Mar 25 00:36:25 GMT 2022","2520","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Fri Mar 25 00:36:27 GMT 2022","Fri Mar 25 00:36:28 GMT 2022","1591","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"broken","Fri Mar 25 00:37:46 GMT 2022","Fri Mar 25 00:38:09 GMT 2022","22631","","Staking page","","Staking page","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"passed","Fri Mar 25 00:35:53 GMT 2022","Fri Mar 25 00:36:19 GMT 2022","26642","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Fri Mar 25 00:36:33 GMT 2022","Fri Mar 25 00:36:35 GMT 2022","2161","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
