"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 05 19:36:40 GMT 2022","Tue Apr 05 19:37:19 GMT 2022","39299","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Tue Apr 05 19:34:28 GMT 2022","Tue Apr 05 19:34:59 GMT 2022","31128","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"broken","Tue Apr 05 20:15:47 GMT 2022","Tue Apr 05 20:15:52 GMT 2022","5409","","Staking and Association tests","","Staking and Association tests","Remove stake now","Remove stake now",""
"passed","Tue Apr 05 19:35:56 GMT 2022","Tue Apr 05 19:35:59 GMT 2022","2831","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"broken","Tue Apr 05 20:15:35 GMT 2022","Tue Apr 05 20:15:40 GMT 2022","5907","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Tue Apr 05 20:17:31 GMT 2022","Tue Apr 05 20:17:54 GMT 2022","23354","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"broken","Tue Apr 05 20:05:09 GMT 2022","Tue Apr 05 20:05:11 GMT 2022","1898","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Tue Apr 05 19:36:16 GMT 2022","Tue Apr 05 19:36:22 GMT 2022","6633","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Tue Apr 05 19:35:33 GMT 2022","Tue Apr 05 19:35:39 GMT 2022","5758","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"passed","Tue Apr 05 20:05:11 GMT 2022","Tue Apr 05 20:05:17 GMT 2022","6215","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Tue Apr 05 19:32:00 GMT 2022","Tue Apr 05 19:32:04 GMT 2022","4001","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
