"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 11 11:41:36 GMT 2022","Mon Apr 11 11:41:55 GMT 2022","18675","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"failed","Mon Apr 11 11:47:46 GMT 2022","Mon Apr 11 11:48:33 GMT 2022","46683","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Mon Apr 11 11:37:45 GMT 2022","Mon Apr 11 11:37:47 GMT 2022","2597","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"broken","Mon Apr 11 11:42:37 GMT 2022","Mon Apr 11 11:43:15 GMT 2022","38108","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"failed","Mon Apr 11 11:39:29 GMT 2022","Mon Apr 11 11:40:14 GMT 2022","44717","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"broken","Mon Apr 11 11:46:53 GMT 2022","Mon Apr 11 11:46:55 GMT 2022","1875","","Staking and Association tests","","Staking and Association tests","Remove stake at next epoch","Remove stake at next epoch",""
"broken","Mon Apr 11 11:38:10 GMT 2022","Mon Apr 11 11:38:42 GMT 2022","31747","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"failed","Mon Apr 11 11:37:09 GMT 2022","Mon Apr 11 11:37:41 GMT 2022","32347","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Mon Apr 11 11:37:41 GMT 2022","Mon Apr 11 11:37:43 GMT 2022","2105","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"broken","Mon Apr 11 11:40:14 GMT 2022","Mon Apr 11 11:40:48 GMT 2022","34312","","Rewards page","","Rewards page","Rewards are shown and rewards countdown is shown when vega wallet is connect","Rewards are shown and rewards countdown is shown when vega wallet is connect",""
"broken","Mon Apr 11 11:46:49 GMT 2022","Mon Apr 11 11:46:51 GMT 2022","1707","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Mon Apr 11 11:37:50 GMT 2022","Mon Apr 11 11:37:53 GMT 2022","2798","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"failed","Mon Apr 11 11:46:16 GMT 2022","Mon Apr 11 11:46:47 GMT 2022","31486","","Staking and Association tests","","Staking and Association tests","Staking validator list and epoch timer countdown","Staking validator list and epoch timer countdown",""
"passed","Mon Apr 11 11:37:53 GMT 2022","Mon Apr 11 11:37:56 GMT 2022","2773","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"broken","Mon Apr 11 11:46:47 GMT 2022","Mon Apr 11 11:46:49 GMT 2022","1922","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"broken","Mon Apr 11 11:41:55 GMT 2022","Mon Apr 11 11:42:37 GMT 2022","42116","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Mon Apr 11 11:37:43 GMT 2022","Mon Apr 11 11:37:45 GMT 2022","1589","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"broken","Mon Apr 11 11:45:09 GMT 2022","Mon Apr 11 11:45:41 GMT 2022","31374","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Mon Apr 11 11:38:06 GMT 2022","Mon Apr 11 11:38:08 GMT 2022","2374","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"broken","Mon Apr 11 11:45:41 GMT 2022","Mon Apr 11 11:46:16 GMT 2022","34850","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Mon Apr 11 11:38:08 GMT 2022","Mon Apr 11 11:38:10 GMT 2022","2283","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Mon Apr 11 11:37:47 GMT 2022","Mon Apr 11 11:37:50 GMT 2022","2578","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Mon Apr 11 11:37:59 GMT 2022","Mon Apr 11 11:38:01 GMT 2022","2421","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"broken","Mon Apr 11 11:44:31 GMT 2022","Mon Apr 11 11:45:09 GMT 2022","38323","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Mon Apr 11 11:36:54 GMT 2022","Mon Apr 11 11:37:09 GMT 2022","15128","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Mon Apr 11 11:35:35 GMT 2022","Mon Apr 11 11:35:44 GMT 2022","9214","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Mon Apr 11 11:37:56 GMT 2022","Mon Apr 11 11:37:59 GMT 2022","3086","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"broken","Mon Apr 11 11:46:51 GMT 2022","Mon Apr 11 11:46:53 GMT 2022","1966","","Staking and Association tests","","Staking and Association tests","Remove stake now","Remove stake now",""
"passed","Mon Apr 11 11:38:01 GMT 2022","Mon Apr 11 11:38:03 GMT 2022","2138","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"broken","Mon Apr 11 11:48:33 GMT 2022","Mon Apr 11 11:48:45 GMT 2022","11568","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"passed","Mon Apr 11 11:35:44 GMT 2022","Mon Apr 11 11:35:59 GMT 2022","15016","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"broken","Mon Apr 11 11:43:52 GMT 2022","Mon Apr 11 11:44:31 GMT 2022","39024","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Mon Apr 11 11:38:03 GMT 2022","Mon Apr 11 11:38:06 GMT 2022","2426","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"broken","Mon Apr 11 11:43:15 GMT 2022","Mon Apr 11 11:43:52 GMT 2022","36933","","Staking and Association tests","","Staking and Association tests","Use maximum button on associate from wallet enters correct amount","Use maximum button on associate from wallet enters correct amount",""
