"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Feb 18 11:01:56 GMT 2022","Fri Feb 18 11:02:27 GMT 2022","30870","","Connect a vega wallet","","Connect a vega wallet","Do a staking thing","Do a staking thing",""
"broken","Fri Feb 18 10:59:46 GMT 2022","Fri Feb 18 10:59:58 GMT 2022","12369","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Fri Feb 18 11:00:33 GMT 2022","Fri Feb 18 11:00:34 GMT 2022","1305","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Fri Feb 18 11:00:43 GMT 2022","Fri Feb 18 11:00:44 GMT 2022","925","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Fri Feb 18 11:00:31 GMT 2022","Fri Feb 18 11:00:32 GMT 2022","991","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Fri Feb 18 11:00:40 GMT 2022","Fri Feb 18 11:00:41 GMT 2022","1305","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Fri Feb 18 11:00:36 GMT 2022","Fri Feb 18 11:00:38 GMT 2022","1812","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Fri Feb 18 11:00:32 GMT 2022","Fri Feb 18 11:00:33 GMT 2022","904","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"broken","Fri Feb 18 10:59:58 GMT 2022","Fri Feb 18 11:00:29 GMT 2022","31279","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Fri Feb 18 11:00:35 GMT 2022","Fri Feb 18 11:00:36 GMT 2022","1256","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"broken","Fri Feb 18 11:01:39 GMT 2022","Fri Feb 18 11:01:56 GMT 2022","17103","","Connect a vega wallet","","Connect a vega wallet","Go to Vega","Go to Vega",""
"passed","Fri Feb 18 11:00:34 GMT 2022","Fri Feb 18 11:00:35 GMT 2022","1212","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Fri Feb 18 11:00:29 GMT 2022","Fri Feb 18 11:00:31 GMT 2022","1187","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
"broken","Fri Feb 18 11:00:43 GMT 2022","Fri Feb 18 11:00:43 GMT 2022","731","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Fri Feb 18 11:00:38 GMT 2022","Fri Feb 18 11:00:40 GMT 2022","1724","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Fri Feb 18 11:00:41 GMT 2022","Fri Feb 18 11:00:43 GMT 2022","1365","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
