"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 06 14:59:31 GMT 2022","Fri May 06 14:59:49 GMT 2022","18130","","Staking and Association tests","","Staking and Association tests","Associate tokens through wallet","Associate tokens through wallet",""
"passed","Fri May 06 14:55:54 GMT 2022","Fri May 06 14:56:01 GMT 2022","6813","","Homepage","","Homepage","Navigate to governance proposals page via button link on homepage body","Navigate to governance proposals page via button link on homepage body",""
"passed","Fri May 06 14:53:11 GMT 2022","Fri May 06 14:53:29 GMT 2022","18655","","Claim codes","","Claim codes","Invalid claims code will show error","Invalid claims code will show error",""
"passed","Fri May 06 14:56:15 GMT 2022","Fri May 06 14:56:22 GMT 2022","7198","","Homepage","","Homepage","Can navigate to Staking page using main nav tab","Can navigate to Staking page using main nav tab",""
"passed","Fri May 06 14:59:16 GMT 2022","Fri May 06 14:59:31 GMT 2022","14916","","Staking and Association tests","","Staking and Association tests","Go to staking and connect ethereum wallet","Go to staking and connect ethereum wallet",""
"failed","Fri May 06 14:55:05 GMT 2022","Fri May 06 14:55:41 GMT 2022","35215","","Homepage","","Homepage","Links on the homepage","Links on the homepage",""
"passed","Fri May 06 14:56:37 GMT 2022","Fri May 06 14:56:44 GMT 2022","7380","","Homepage","","Homepage","Can navigate to Rewards page using main nav tab","Can navigate to Rewards page using main nav tab",""
"passed","Fri May 06 15:01:59 GMT 2022","Fri May 06 15:02:34 GMT 2022","35559","","Withdraw page","","Withdraw page","Check wallet field entry","Check wallet field entry",""
"passed","Fri May 06 15:00:38 GMT 2022","Fri May 06 15:00:44 GMT 2022","6033","","Staking and Association tests","","Staking and Association tests","Cannot stake more than what is associated","Cannot stake more than what is associated",""
"passed","Fri May 06 14:56:01 GMT 2022","Fri May 06 14:56:08 GMT 2022","7282","","Homepage","","Homepage","Navigate to a not found page will return page error","Navigate to a not found page will return page error",""
"passed","Fri May 06 15:00:15 GMT 2022","Fri May 06 15:00:20 GMT 2022","5226","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through vesting contract than available","Cannot disassociate more tokens through vesting contract than available",""
"passed","Fri May 06 14:55:48 GMT 2022","Fri May 06 14:55:54 GMT 2022","6081","","Homepage","","Homepage","Navigate to staking page via link on homepage body","Navigate to staking page via link on homepage body",""
"passed","Fri May 06 14:58:07 GMT 2022","Fri May 06 14:58:29 GMT 2022","21661","","Rewards page","","Rewards page","Rewards countdown is not displayed if vega wallet is not connected","Rewards countdown is not displayed if vega wallet is not connected",""
"passed","Fri May 06 15:00:10 GMT 2022","Fri May 06 15:00:15 GMT 2022","5108","","Staking and Association tests","","Staking and Association tests","Cannot disassociate more tokens through wallet than available","Cannot disassociate more tokens through wallet than available",""
"passed","Fri May 06 14:56:58 GMT 2022","Fri May 06 14:57:04 GMT 2022","6711","","Homepage","","Homepage","Eth wallet not connected placeholder","Eth wallet not connected placeholder",""
"passed","Fri May 06 14:53:06 GMT 2022","Fri May 06 14:53:11 GMT 2022","4380","","Claim codes","","Claim codes","Prompt to connect to eth wallet to claim if not connected","Prompt to connect to eth wallet to claim if not connected",""
"passed","Fri May 06 15:00:20 GMT 2022","Fri May 06 15:00:31 GMT 2022","10130","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through vesting contract","Disassociate tokens through vesting contract",""
"passed","Fri May 06 14:56:44 GMT 2022","Fri May 06 14:56:52 GMT 2022","7258","","Homepage","","Homepage","Can navigate to Withdraw page using main nav tab","Can navigate to Withdraw page using main nav tab",""
"passed","Fri May 06 14:57:04 GMT 2022","Fri May 06 14:57:10 GMT 2022","5624","","Homepage","","Homepage","Vega wallet not connected placeholder","Vega wallet not connected placeholder",""
"passed","Fri May 06 15:00:31 GMT 2022","Fri May 06 15:00:38 GMT 2022","7790","","Staking and Association tests","","Staking and Association tests","add stake from wallet","add stake from wallet",""
"passed","Fri May 06 14:56:29 GMT 2022","Fri May 06 14:56:37 GMT 2022","7549","","Homepage","","Homepage","Can navigate to Home page using main nav tab","Can navigate to Home page using main nav tab",""
"passed","Fri May 06 15:02:34 GMT 2022","Fri May 06 15:02:39 GMT 2022","5287","","Withdraw page","","Withdraw page","Invalid wallet address error message is shown if user enters an invalid wallet address","Invalid wallet address error message is shown if user enters an invalid wallet address",""
"passed","Fri May 06 14:59:49 GMT 2022","Fri May 06 14:59:59 GMT 2022","10297","","Staking and Association tests","","Staking and Association tests","Associate tokens through vesting contract","Associate tokens through vesting contract",""
"passed","Fri May 06 14:59:59 GMT 2022","Fri May 06 15:00:10 GMT 2022","11044","","Staking and Association tests","","Staking and Association tests","Disassociate tokens through wallet","Disassociate tokens through wallet",""
"passed","Fri May 06 14:56:22 GMT 2022","Fri May 06 14:56:29 GMT 2022","7031","","Homepage","","Homepage","Can navigate to Governance page using main nav tab","Can navigate to Governance page using main nav tab",""
"passed","Fri May 06 14:56:08 GMT 2022","Fri May 06 14:56:15 GMT 2022","6951","","Homepage","","Homepage","Can navigate to Vesting page using main nav tab","Can navigate to Vesting page using main nav tab",""
"passed","Fri May 06 14:54:37 GMT 2022","Fri May 06 14:55:05 GMT 2022","27950","","Homepage","","Homepage","Homepage displays correct information","Homepage displays correct information",""
"passed","Fri May 06 14:56:52 GMT 2022","Fri May 06 14:56:58 GMT 2022","6056","","Homepage","","Homepage","Page not found error where page does not exist","Page not found error where page does not exist",""
"passed","Fri May 06 14:55:41 GMT 2022","Fri May 06 14:55:48 GMT 2022","7621","","Homepage","","Homepage","Check for redeem unlocked tokens from homepage","Check for redeem unlocked tokens from homepage",""
